年 月 日 时 气温 露点温度 海平面压力 风向 风速 天气条件覆盖代码 液体沉淀深度(一小时) 液体沉淀深度(六小时)
2020 06 02 02   270   230 -9999 -9999    10 -9999 -9999 -9999
2020 06 02 03   287   229 10096   120    10     0 -9999     0
2020 06 02 04   300   250 -9999 -9999    20 -9999 -9999 -9999
2020 06 02 05   300   260 -9999   180    50 -9999 -9999 -9999
2020 06 02 06   321   249 10071   160    30 -9999 -9999     0
2020 06 02 07   300   250 -9999   170    70 -9999 -9999 -9999
2020 06 02 08   290   250 -9999   180    50 -9999 -9999 -9999
2020 06 02 09   240   238 10074    70    30 -9999 -9999   370
2020 06 02 10   290   240 -9999   200    20 -9999 -9999 -9999
2020 06 02 11   270   250 -9999   180    50 -9999 -9999 -9999
2020 06 02 12   250   248 10090   230    20 -9999 -9999   380
2020 06 02 13   270   250 -9999 -9999    10 -9999 -9999 -9999
2020 06 02 14   270   240 -9999   260    20 -9999 -9999 -9999
2020 06 02 15   250   248 10092    40    10 -9999 -9999     9
2020 06 02 16   260   240 -9999 -9999    20 -9999 -9999 -9999
2020 06 02 17   260   250 -9999   210    30 -9999 -9999 -9999
2020 06 02 18   245   243 10075   310    20 -9999 -9999     5
2020 06 02 19   260   240 -9999   210    20 -9999 -9999 -9999
2020 06 02 20   260   240 -9999   170    20 -9999 -9999 -9999
2020 06 02 21   241   239 10074   100    10 -9999 -9999 -9999
2020 06 02 22   250   240 -9999 -9999    10 -9999 -9999 -9999
2020 06 02 23   270   250 -9999   210    20     0 -9999 -9999
2020 06 03 00   262   248 10090   200    40 -9999 -9999     0
2020 06 03 01   300   260 -9999   200    50 -9999 -9999 -9999
2020 06 03 02   310   260 -9999   200    70 -9999 -9999 -9999
2020 06 03 03   314   243 10075   180    20 -9999 -9999     0
2020 06 03 04   320   260 -9999   200    80 -9999 -9999 -9999
2020 06 03 05   320   260 -9999   200   100 -9999 -9999 -9999
2020 06 03 06   340   228 10043   190    50 -9999 -9999     0
2020 06 03 07   310   260 -9999   190    80 -9999 -9999 -9999
2020 06 03 08   310   260 -9999   200    90 -9999 -9999 -9999
2020 06 03 09   326   246 10037   160    40 -9999 -9999     0
2020 06 03 10   270   250 -9999   200    80 -9999 -9999 -9999
2020 06 03 11   280   250 -9999   220    60 -9999 -9999 -9999
2020 06 03 12   283   237 10067    20    30 -9999 -9999     0
2020 06 03 13   290   250 -9999 -9999    10 -9999 -9999 -9999
2020 06 03 14   280   250 -9999   180    30 -9999 -9999 -9999
2020 06 03 15   277   237 10077   240    10 -9999 -9999     0
2020 06 03 16   270   250 -9999   210    30 -9999 -9999 -9999
2020 06 03 17   270   250 -9999   190    40 -9999 -9999 -9999
2020 06 03 18   262   252 10058   300    10 -9999 -9999     0
2020 06 03 19   270   250 -9999   190    40 -9999 -9999 -9999
2020 06 03 20   260   250 -9999   200    40 -9999 -9999 -9999
2020 06 03 21   253   251 10060   300    20     0 -9999     0
2020 06 03 22   270   250 -9999   210    40 -9999 -9999 -9999
2020 06 03 23   270   250 -9999   190    40 -9999 -9999 -9999
2020 06 04 00   269   253 10074   290    10     0 -9999     0
2020 06 04 01   290   260 -9999   200    50 -9999 -9999 -9999
2020 06 04 02   290   260 -9999   190    60 -9999 -9999 -9999
2020 06 04 03   289   247 10075   180    20 -9999 -9999     0
2020 06 04 04   280   250 -9999   180    70 -9999 -9999 -9999
2020 06 04 05   290   250 -9999   190    70 -9999 -9999 -9999
2020 06 04 06   325   251 10059   160    20 -9999 -9999     0
2020 06 04 07   310   250 -9999   180    70 -9999 -9999 -9999
2020 06 04 08   300   250 -9999   180    80 -9999 -9999 -9999
2020 06 04 09   297   250 10042   130    30 -9999 -9999     5
2020 06 04 10   280   250 -9999   190    80 -9999 -9999 -9999
2020 06 04 11   270   250 -9999   190    60 -9999 -9999 -9999
2020 06 04 12   258   238 10075   320    20 -9999 -9999    90
2020 06 04 13   270   250 -9999   190    30 -9999 -9999 -9999
2020 06 04 16   260   250 -9999 -9999    10 -9999 -9999 -9999
2020 06 04 17   260   240 -9999   230    20     0 -9999 -9999
2020 06 04 18   248   246 10065   310    10 -9999 -9999    30
2020 06 04 19   260   250 -9999 -9999    10 -9999 -9999 -9999
2020 06 04 20   270   250 -9999   250    20 -9999 -9999 -9999
2020 06 04 21   245   243 10064   290    20 -9999 -9999     1
2020 06 04 22   270   250 -9999   220    20 -9999 -9999 -9999
2020 06 04 23   270   250 -9999   190    20 -9999 -9999 -9999
2020 06 05 00   264   255 10074   320    10 -9999 -9999     0
2020 06 05 01   290   250 -9999   200    60 -9999 -9999 -9999
2020 06 05 02   300   250 -9999   200    60 -9999 -9999 -9999
2020 06 05 03   298   247 10071   170    20 -9999 -9999     0
2020 06 05 04   300   260 -9999   200    60 -9999 -9999 -9999
2020 06 05 05   300   260 -9999   190    70 -9999 -9999 -9999
2020 06 05 06   328   237 10050   150    20 -9999 -9999     0
2020 06 05 07   310   260 -9999   190    70 -9999 -9999 -9999
2020 06 05 08   310   260 -9999   190    80 -9999 -9999 -9999
2020 06 05 09   303   254 10034   150    40 -9999 -9999     0
2020 06 05 10   280   250 -9999   210    60 -9999 -9999 -9999
2020 06 05 11   280   250 -9999   230    50 -9999 -9999 -9999
2020 06 05 12   242   240 10069   310    20 -9999 -9999   110
2020 06 05 13   260   250 -9999 -9999    10 -9999 -9999 -9999
2020 06 05 14   260   250 -9999     0     0 -9999 -9999 -9999
2020 06 05 15   243   241 10079   300    20 -9999 -9999   110
2020 06 05 16   260   250 -9999 -9999    10 -9999 -9999 -9999
2020 06 05 17   260   250 -9999 -9999    10 -9999 -9999 -9999
2020 06 05 18   244   242 10055   270    20 -9999 -9999     1
2020 06 05 19   260   240 -9999     0     0 -9999 -9999 -9999
2020 06 05 20   260   250 -9999   250    30 -9999 -9999 -9999
2020 06 05 21   241   239 10054   290    20 -9999 -9999     0
2020 06 05 22   270   250 -9999   220    40 -9999 -9999 -9999
2020 06 05 23   270   250 -9999   220    30 -9999 -9999 -9999
2020 06 06 00   256   251 10065   260    10 -9999 -9999     0
2020 06 06 01   280   250 -9999   230    30 -9999 -9999 -9999
2020 06 06 02   280   250 -9999   200    40 -9999 -9999 -9999
2020 06 06 03   271   242 10069   220    20 -9999 -9999     0
2020 06 06 04   270   260 -9999   220    20 -9999 -9999 -9999
2020 06 06 05   260   250 -9999   200    40 -9999 -9999 -9999
2020 06 06 06   261   251 10063    70    10 -9999 -9999    10
2020 06 06 07   260   250 -9999   200    30 -9999 -9999 -9999
2020 06 06 08   250   240 -9999   270    40 -9999 -9999 -9999
2020 06 06 09   245   243 10061   310    30 -9999 -9999    90
2020 06 06 10   250   240 -9999   210    30 -9999 -9999 -9999
2020 06 06 11   250   240 -9999 -9999    10 -9999 -9999 -9999
2020 06 06 12   233   231 10068   300    10 -9999 -9999   100
2020 06 06 13   250   240 -9999 -9999    10 -9999 -9999 -9999
2020 06 06 14   240   240 -9999 -9999    10 -9999 -9999 -9999
2020 06 06 15   233   231 10080    30    10     0 -9999    20
2020 06 06 16   250   240 -9999   190    20 -9999 -9999 -9999
2020 06 06 17   250   240 -9999 -9999    10 -9999 -9999 -9999
2020 06 06 18   234   232 10069   290    10 -9999 -9999     5
2020 06 06 19   250   240 -9999    20    20 -9999 -9999 -9999
2020 06 06 20   240   230 -9999    30    50 -9999 -9999 -9999
2020 06 06 21   235   233 10074    10    10 -9999 -9999     9
2020 06 06 22   230   220 -9999    20    40 -9999 -9999 -9999
2020 06 06 23   230   220 -9999    30    40 -9999 -9999 -9999
2020 06 07 00   235   233 10085   280    10 -9999 -9999    20
2020 06 07 01   230   220 -9999    40    60 -9999 -9999 -9999
2020 06 07 02   240   220 -9999    30    60 -9999 -9999 -9999
2020 06 07 03   232   230 10087   180    20 -9999 -9999    20
2020 06 07 04   230   220 -9999    20    30 -9999 -9999 -9999
2020 06 07 05   240   230 -9999    40    60 -9999 -9999 -9999
2020 06 07 06   232   230 10077   310    20 -9999 -9999    30
2020 06 07 07   240   220 -9999    20    40 -9999 -9999 -9999
2020 06 07 08   230   220 -9999    20    40 -9999 -9999 -9999
2020 06 07 09   222   220 10074   230    20 -9999 -9999    70
2020 06 07 10   230   220 -9999    20    40 -9999 -9999 -9999
2020 06 07 11   230   220 -9999    10    30 -9999 -9999 -9999
2020 06 07 12   222   220 10086   300    10 -9999 -9999   120
2020 06 07 13   230   220 -9999    30    40 -9999 -9999 -9999
2020 06 07 14   230   220 -9999    20    40 -9999 -9999 -9999
2020 06 07 15   221   219 10092   290    10 -9999 -9999   150
2020 06 07 16   230   220 -9999    20    30 -9999 -9999 -9999
2020 06 07 17   230   220 -9999   360    20 -9999 -9999 -9999
2020 06 07 18   219   217 10071   210    10 -9999 -9999    90
2020 06 07 19   230   220 -9999   360    20 -9999 -9999 -9999
2020 06 07 20   230   220 -9999    10    20 -9999 -9999 -9999
2020 06 07 21   218   216 10075   260    10 -9999 -9999    20
2020 06 07 22   230   220 -9999   310    20 -9999 -9999 -9999
2020 06 07 23   230   220 -9999   320    20 -9999 -9999 -9999
2020 06 08 00   230   228 10086   290    10 -9999 -9999     5
2020 06 08 01   240   230 -9999   350    20 -9999 -9999 -9999
2020 06 08 02   240   230 -9999 -9999    10 -9999 -9999 -9999
2020 06 08 03   232   230 10093 -9999    10 -9999 -9999    70
2020 06 08 04   240   230 -9999   110    20 -9999 -9999 -9999
2020 06 08 05   240   230 -9999    70    20 -9999 -9999 -9999
2020 06 08 06   243   241 10079   160    10 -9999 -9999   130
2020 06 08 07   240   240 -9999   160    40 -9999 -9999 -9999
2020 06 08 08   240   230 -9999   190    50 -9999 -9999 -9999
2020 06 08 09   236   234 10077   320    10 -9999 -9999   130
2020 06 08 10   240   230 -9999   200    50 -9999 -9999 -9999
2020 06 08 11   240   230 -9999   200    30 -9999 -9999 -9999
2020 06 08 12   236   234 10087   140    10 -9999 -9999   130
2020 06 08 13   250   240 -9999   180    40 -9999 -9999 -9999
2020 06 08 14   250   240 -9999   200    30 -9999 -9999 -9999
2020 06 08 15   234   232 10090   280    10 -9999 -9999    70
2020 06 08 16   240   240 -9999     0     0 -9999 -9999 -9999
2020 06 08 17   240   240 -9999   240    10 -9999 -9999 -9999
2020 06 08 18   233   231 10081   320    10 -9999 -9999     4
2020 06 08 19   250   240 -9999   250    20 -9999 -9999 -9999
2020 06 08 20   240   240 -9999    40    10 -9999 -9999 -9999
2020 06 08 21   233   231 10080   290    10 -9999 -9999     1
2020 06 08 22   250   240 -9999     0     0 -9999 -9999 -9999
2020 06 08 23   250   240 -9999   100    10 -9999 -9999 -9999
2020 06 09 00   241   239 10092   200    20 -9999 -9999     6
2020 06 09 01   250   240 -9999   190    40 -9999 -9999 -9999
2020 06 09 02   270   250 -9999   210    40 -9999 -9999 -9999
2020 06 09 03   252   250 10095   150    30 -9999 -9999     7
2020 06 09 04   250   240 -9999   190    50 -9999 -9999 -9999
2020 06 09 05   250   230 -9999   220    50 -9999 -9999 -9999
2020 06 09 06   242   240 10088   150    30 -9999 -9999    60
2020 06 09 07   250   240 -9999   180    40 -9999 -9999 -9999
2020 06 09 08   260   240 -9999   200    50 -9999 -9999 -9999
2020 06 09 09   251   246 10076   140    30 -9999 -9999   100
2020 06 09 10   260   230 -9999   210    60 -9999 -9999 -9999
2020 06 09 11   260   220 -9999   230    40 -9999 -9999 -9999
2020 06 09 12   252   242 10083   140    20 -9999 -9999    40
2020 06 09 13   260   220 -9999   240    30 -9999 -9999 -9999
2020 06 09 14   250   230 -9999   240    10 -9999 -9999 -9999
2020 06 09 15   251   249 10097    10    10 -9999 -9999     0
2020 06 09 16   260   240 -9999   210    50 -9999 -9999 -9999
2020 06 09 17   260   240 -9999   210    50 -9999 -9999 -9999
2020 06 09 18   243   241 10083   280    10 -9999 -9999     0
2020 06 09 19   260   240 -9999   220    30 -9999 -9999 -9999
2020 06 09 20   260   240 -9999   210    40 -9999 -9999 -9999
2020 06 09 21   239   237 10082   280    10 -9999 -9999     0
2020 06 09 22   270   240 -9999   220    70 -9999 -9999 -9999
2020 06 09 23   270   250 -9999   200    70 -9999 -9999 -9999
2020 06 10 00   259   250 10093   200    70 -9999 -9999     0
2020 06 10 01   290   250 -9999   200    60 -9999 -9999 -9999
2020 06 10 02   280   250 -9999   200    60 -9999 -9999 -9999
2020 06 10 03   277   257 10089   150    10 -9999 -9999     2
2020 06 10 04   280   250 -9999   190    40 -9999 -9999 -9999
2020 06 10 05   290   260 -9999   200    50 -9999 -9999 -9999
2020 06 10 06   288   256 10073   330    20 -9999 -9999     2
2020 06 10 07   270   250 -9999   230    40 -9999 -9999 -9999
2020 06 10 08   260   250 -9999   140    20 -9999 -9999 -9999
2020 06 10 09   277   259 10067   280    20 -9999 -9999 -9999
2020 06 10 10   270   250 -9999   210    50 -9999 -9999 -9999
2020 06 10 11   270   250 -9999   210    30 -9999 -9999 -9999
2020 06 10 12   265   258 10078   310    10 -9999 -9999     1
2020 06 10 13   260   240 -9999   210    30 -9999 -9999 -9999
2020 06 10 14   260   240 -9999   220    50 -9999 -9999 -9999
2020 06 10 15   251   249 10088   150    20 -9999 -9999    20
2020 06 10 16   260   250 -9999   220    30 -9999 -9999 -9999
2020 06 10 17   260   250 -9999   230    30 -9999 -9999 -9999
2020 06 10 18   252   250 10073   240    10 -9999 -9999    20
2020 06 10 19   260   240 -9999   230    20 -9999 -9999 -9999
2020 06 10 20   260   240 -9999   230    20 -9999 -9999 -9999
2020 06 10 21   248   246 10076   330    10 -9999 -9999     0
2020 06 10 22   260   240 -9999   220    20 -9999 -9999 -9999
2020 06 10 23   270   240 -9999   230    30 -9999 -9999 -9999
2020 06 11 00   268   265 10081   320    10 -9999 -9999     0
2020 06 11 01   280   240 -9999 -9999    10 -9999 -9999 -9999
2020 06 11 02   290   250 -9999   200    20 -9999 -9999 -9999
2020 06 11 03   298   244 10076   110    20 -9999 -9999     0
2020 06 11 04   300   250 -9999   190    50 -9999 -9999 -9999
2020 06 11 05   300   260 -9999   170    50 -9999 -9999 -9999
2020 06 11 06   264   262 10058   210    40 -9999 -9999    40
2020 06 11 07   290   250 -9999   180    60 -9999 -9999 -9999
2020 06 11 08   290   260 -9999   190    60 -9999 -9999 -9999
2020 06 11 09   249   237 10058   240    20 -9999 -9999    70
2020 06 11 10   280   260 -9999   210    30 -9999 -9999 -9999
2020 06 11 11   280   250 -9999   250    20 -9999 -9999 -9999
2020 06 11 12   251   249 10063   280    10 -9999 -9999    30
2020 06 11 13   280   240 -9999   270    30 -9999 -9999 -9999
2020 06 11 14   260   240 -9999   190    10 -9999 -9999 -9999
2020 06 11 15   248   246 10070   300    10 -9999 -9999     1
2020 06 11 16   250   240 -9999 -9999    10 -9999 -9999 -9999
2020 06 11 17   250   240 -9999   220    20 -9999 -9999 -9999
2020 06 11 18   243   241 10066   310    10 -9999 -9999     0
2020 06 11 19   250   240 -9999   190    20 -9999 -9999 -9999
2020 06 11 20   250   240 -9999   230    30     0 -9999 -9999
2020 06 11 21   240   238 10065   250    10     0 -9999     0
2020 06 11 22   260   250 -9999 -9999    10     0 -9999 -9999
2020 06 11 23   270   250 -9999   190    30     0 -9999 -9999
2020 06 12 00   257   255 10079   240    30     0 -9999     0
2020 06 12 01   310   250 -9999   250    30 -9999 -9999 -9999
2020 06 12 02   330   250 -9999   230    30 -9999 -9999 -9999
2020 06 12 03   317   246 10068    30    10 -9999 -9999     0
2020 06 12 04   330   250 -9999   180    70 -9999 -9999 -9999
2020 06 12 05   330   240 -9999   170    60 -9999 -9999 -9999
2020 06 12 06   357   230 10039   220    20 -9999 -9999     0
2020 06 12 07   330   240 -9999   180    60 -9999 -9999 -9999
2020 06 12 08   330   240 -9999   180    70 -9999 -9999 -9999
2020 06 12 09   356   218 10027   170    40 -9999 -9999     0
2020 06 12 10   310   240 -9999   180    60 -9999 -9999 -9999
2020 06 12 11   300   240 -9999   190    50 -9999 -9999 -9999
2020 06 12 12   315   222 10047   180    40 -9999 -9999     0
2020 06 12 13   280   240 -9999   210    50 -9999 -9999 -9999
2020 06 12 14   290   220 -9999   220    30 -9999 -9999 -9999
2020 06 12 15   300   206 10066   170    40 -9999 -9999     0
2020 06 12 16   260   240 -9999   210    20 -9999 -9999 -9999
2020 06 12 17   260   230 -9999   180    20 -9999 -9999 -9999
2020 06 12 18   289   209 10056   200    20 -9999 -9999     0
2020 06 12 19   260   230 -9999   200    10 -9999 -9999 -9999
2020 06 12 20   250   230 -9999   180    10 -9999 -9999 -9999
2020 06 12 21   264   218 10065   330    20 -9999 -9999     0
2020 06 12 22   270   250 -9999     0     0 -9999 -9999 -9999
2020 06 12 23   300   240 -9999 -9999    10 -9999 -9999 -9999
2020 06 13 00   299   224 10079   250    30 -9999 -9999     0
2020 06 13 01   320   250 -9999 -9999    10 -9999 -9999 -9999
2020 06 13 02   320   230 -9999   160    40 -9999 -9999 -9999
2020 06 13 03   335   232 10074   190    30 -9999 -9999     0
2020 06 13 04   350   230 -9999   230    50 -9999 -9999 -9999
2020 06 13 05   360   230 -9999   220    40 -9999 -9999 -9999
2020 06 13 06   349   223 10059   210    50 -9999 -9999     0
2020 06 13 07   340   240 -9999   210    80 -9999 -9999 -9999
2020 06 13 08   340   240 -9999   210    70 -9999 -9999 -9999
2020 06 13 09   343   220 10062   210    40 -9999 -9999     0
2020 06 13 10   320   230 -9999   210    80 -9999 -9999 -9999
2020 06 13 11   310   240 -9999   220    60 -9999 -9999 -9999
2020 06 13 12   310   220 10094   200    30 -9999 -9999     0
2020 06 13 13   300   240 -9999   220    50 -9999 -9999 -9999
2020 06 13 14   290   240 -9999   220    50 -9999 -9999 -9999
2020 06 13 15   294   219 10100   170    40 -9999 -9999     0
2020 06 13 16   290   240 -9999   220    60 -9999 -9999 -9999
2020 06 13 17   280   240 -9999   220    50 -9999 -9999 -9999
2020 06 13 18   283   228 10087   170    30 -9999 -9999     0
2020 06 13 19   280   240 -9999   220    50 -9999 -9999 -9999
2020 06 13 20   280   240 -9999   220    40 -9999 -9999 -9999
2020 06 13 21   280   229 10099   150    20 -9999 -9999     0
2020 06 13 22   290   240 -9999   220    60 -9999 -9999 -9999
2020 06 13 23   300   240 -9999   220    50 -9999 -9999 -9999
2020 06 14 00   310   231 10117   190    30 -9999 -9999     0
2020 06 14 01   320   240 -9999   210    60 -9999 -9999 -9999
2020 06 14 02   330   250 -9999   210    60 -9999 -9999 -9999
2020 06 14 03   340   231 10109   160    50 -9999 -9999     0
2020 06 14 04   320   250 -9999   180    70 -9999 -9999 -9999
2020 06 14 05   320   250 -9999   180    80 -9999 -9999 -9999
2020 06 14 06   335   232 10095   160    50 -9999 -9999     0
